Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
504,-1.031079262,0.626546716,2.622436217,1.411312161,-0.296552602,1.122951676,0.286099517,0.088801503,1.103565255,0.702030395,0.76659513,0.636497098,-1.451662242,-0.959335402,-1.847115928,-1.659907826,0.807223254,-0.596915387,1.512495445,0.244650734,-0.446252786,-0.374942125,-0.075502646,0.207436777,-0.151028086,-0.471123967,-0.039908565,-0.191512529,24.9,0
508,1.335369473,0.53598191,-0.448156158,0.902997797,0.517134282,-0.694213212,0.590279128,-0.34831945,-0.344489875,0.022529666,-0.973522801,0.371749184,0.956547304,0.351881277,0.654214081,-0.010372141,-0.66407078,-0.196216681,0.05754912,-0.074524196,-0.042464736,-0.021676311,-0.25935025,-0.412243319,0.991928159,-0.247183048,-0.00384115,0.004311492,2.27,0
509,-0.28081464,0.934605078,1.261452017,1.208912298,0.540420027,0.418318167,0.703040055,0.035862271,-0.51692003,-0.330698039,-0.961569153,0.474058536,0.891206459,-0.165812985,0.138022683,-1.097429738,0.378257554,-0.606165238,0.943715533,0.103108702,0.003485525,0.282826064,-0.187527472,-0.412473064,-0.092709781,-0.220468176,0.192768068,0.146364616,22.77,0
509,-0.152397474,-0.74811446,1.659570609,-2.160601436,-1.448593822,0.558853954,-0.27435245,0.010158951,-1.964294835,1.413107795,0.792023337,-1.533674648,-1.153453822,-0.339869906,0.434199204,-0.216220454,0.259931471,0.801995614,-0.237417766,-0.321139397,0.004381555,0.474039355,-0.084318974,-0.353695124,-0.226043957,-0.143998767,-0.173635182,-0.241562954,114.0,0
509,1.166591755,0.124033374,0.38199894,1.40355582,-0.254472682,-0.209577143,-0.016416583,0.054509544,0.47564672,-0.088238501,-0.744388317,-0.118819739,-1.350503218,0.308071727,0.039626479,-0.666137669,0.333222414,-0.828916718,-0.359029045,-0.271210355,-0.116682247,-0.1554965,-0.04608533,0.061415534,0.622486699,-0.308574764,0.03217297,0.013178495,6.99,0
509,-0.404840789,1.005371767,1.372756249,0.005994279,-0.118848739,-0.788473319,0.566918134,0.114720596,-0.52198708,-0.318949025,1.501466252,0.151464413,-0.986278269,-0.024208169,0.28669712,0.566864533,-0.112456891,0.41295945,0.127054849,0.06524033,-0.207334253,-0.619986971,0.02084763,0.456775451,-0.249289192,0.044936814,0.23403615,0.088355574,8.28,0
510,-2.14951704,2.351163547,0.992990515,0.692643265,0.231641732,-0.020506517,1.086606315,-0.445825206,1.88011037,3.317525158,-0.163521122,-0.081915393,-0.33702241,-1.224884326,0.454536333,-1.654970787,0.245135609,-0.899635212,0.467840858,1.466181921,-0.469893026,0.144642963,-0.182026648,0.061734404,0.289829571,-0.267336869,0.875690582,0.121174957,1.99,0
510,1.163271093,0.141760431,0.12457892,0.958550776,-0.15955434,-0.461529317,0.090758556,-0.023257128,-0.125187457,0.195402759,0.858205409,0.302116659,-0.899842427,0.747405239,0.343658736,0.387744518,-0.746905692,0.566307007,0.040263419,-0.113971049,0.066319957,0.089321535,-0.16992053,-0.012282457,0.660755767,-0.325615697,-0.002209717,0.010419006,35.93,0
511,-0.25996089,0.998645786,1.437974634,0.038031353,0.125405256,-0.957775359,0.899757796,-0.270158696,-0.186834244,-0.291502974,-0.191254239,-0.391187004,-0.323257609,-0.554284134,0.970133367,0.319800381,-0.071469772,-0.113045968,-0.085893058,0.171634954,-0.316534843,-0.69753402,-0.035227576,0.322387428,-0.198796568,0.044629923,0.077317705,-0.125134869,8.93,0
511,-0.556245111,0.657574415,2.706193067,2.792655519,0.208495782,0.908663227,0.074210351,0.065529935,-0.757281099,0.651018105,-1.467568578,-0.654043358,0.492828167,-0.586533619,1.0122402,0.186334354,-0.324206383,0.690640645,1.102945725,0.416084527,0.105614209,0.489549453,-0.328685315,-0.42709668,0.207280245,0.413055222,-0.058339258,-0.125351773,37.96,0
512,-0.65614726,0.501881136,1.532600849,-1.319885805,-0.186189497,-0.897731047,1.191645696,-0.191943482,-0.211755983,-0.371120673,1.347577605,0.117018291,-1.1487381,0.288870591,-0.278430411,0.520704167,-0.808279961,-0.044113648,-0.347757005,0.200873584,-0.130362361,-0.374357985,0.112818599,0.526267097,-0.406442915,0.597938459,0.046437038,-0.055101234,80.0,0
513,1.295948766,0.13605381,0.383682348,-0.079325069,-0.497415703,-1.120717073,0.075887459,-0.31625731,0.039228683,-0.232533425,0.02064692,0.954735394,1.501620593,-0.04224604,0.982971497,0.190587258,-0.383501099,-0.669264401,0.060863477,0.024706123,-0.09265101,-0.185626023,0.027575921,0.496765406,0.287256764,0.955182236,-0.075089121,0.007081986,4.69,0
513,1.255258037,0.075190219,0.225733321,0.881766282,0.154508082,0.631959783,-0.385968299,0.189492814,0.447979748,0.012620576,-1.584470112,-0.532828309,-0.246747952,0.180213787,1.624271422,0.575279005,-0.804792917,0.308130543,-0.467710922,-0.148843144,0.088456833,0.321205579,-0.235167006,-1.32503342,0.643129201,-0.133690224,0.05306861,0.012483689,7.0,0
513,0.166862234,1.667709184,-2.095558662,1.835206043,0.876544698,-1.481720551,-0.323575309,-2.866381524,-0.573338456,-1.838309835,0.473700797,-0.860334859,-1.247989675,-2.921127892,1.105823277,1.0635578,3.006908567,1.67817505,-0.516481336,0.491173419,-1.383097788,0.207548689,0.550348381,-0.006634696,-0.554034464,-0.421467746,0.007827453,-0.039903618,1.0,0
513,-0.632437925,-0.363984347,2.354708784,0.301992767,-0.212087776,0.982642078,-0.371441753,0.222823592,-1.105982647,0.813368793,-0.387012785,-0.690924506,-0.583113877,-0.267240461,0.371260358,-1.19477913,-0.453557053,2.689761856,0.760637141,-0.047421326,-0.354383588,-0.531434427,-0.16589749,-0.904713904,0.159311924,-0.187616384,-0.048368597,-0.136024051,64.0,0
514,-0.878340126,0.489030609,2.91434085,0.07815375,-0.423731803,0.090021107,0.289962809,0.085451345,0.040902142,-0.271107127,1.24558275,1.164406536,0.609837813,-0.688821057,-0.704901364,0.037207637,-0.436787481,0.258412725,0.385201943,0.363764762,-0.037353217,0.236371854,-0.197062312,0.584249688,0.19046219,0.305561353,0.122975187,-0.088435189,36.61,0
514,-1.045042067,0.957420517,1.38802294,0.195389153,-0.327384625,-0.643709664,0.521262101,0.174238412,0.063057537,-0.373987704,-0.957853647,-0.049541262,-0.576466834,-0.013987189,-0.359348978,-0.359774745,0.143462772,-0.467880697,0.389909226,0.022504672,-0.182403257,-0.311953306,-0.14026762,0.400592003,-0.050206934,0.201239891,-0.092265455,-0.134806458,30.49,0
517,1.314712669,-0.328688367,0.002644953,-0.805043825,-0.467259872,-0.522746841,-0.180850453,-0.093471703,1.795353073,-1.10356246,-1.438093549,0.381108853,-0.44633713,-0.04840541,0.368542509,-0.857831663,-0.023201331,0.073228563,1.236033195,-0.131995561,-0.122540106,-0.029520509,-0.250848307,-0.427629415,0.917789852,-0.534370028,0.062354721,0.012093258,10.0,0
517,-0.639473906,-0.048354975,2.452755224,0.310804364,-0.430963164,-0.290032311,0.166889072,0.006195711,0.651674505,-0.466609049,-1.048270751,-0.628606287,-1.283471335,-0.433538272,0.134556611,0.01136742,-0.18928884,0.107167926,0.14740968,0.14420603,0.004189453,0.110846635,0.057007788,0.389170966,-0.449642352,0.218185573,-0.067663786,-0.073760456,59.9,0
518,-0.743470571,0.943604281,1.486463579,-0.179574516,-0.190966051,-0.29555862,0.35243803,0.354957946,-0.110108413,0.192907493,1.307387559,-0.504472042,-2.563325991,0.797243884,0.669556102,0.137928677,-0.160212771,-0.088096919,-0.145002414,0.03510964,-0.19523868,-0.55350292,0.055945704,0.134418523,-0.356894601,0.083846355,0.372062065,0.162030629,4.45,0
518,-0.641320431,0.738097929,1.916436411,-0.162040294,0.371740227,-0.203710534,0.734552138,-0.106378122,-0.650379867,-0.091715082,1.797402073,0.76249587,0.028761755,0.158764838,0.395829884,-0.076070336,-0.401123363,-0.401499944,-0.055384,0.026321929,-0.098913037,-0.232043104,-0.011842181,0.214894182,-0.486273127,0.004231902,-0.22693311,-0.092455535,9.99,0
519,0.764614145,1.706190684,-1.755823269,1.557386059,1.101082822,-1.529455089,0.917701838,-0.190132334,-0.748935405,-1.047992948,2.575979621,0.538995398,0.662425315,-3.515622577,0.280192352,0.990653718,2.520317494,1.89491921,-0.128379516,0.165909181,-0.085309806,0.022452376,0.05601196,0.008466426,-0.459203727,-0.421570495,0.260012321,0.006571196,0.89,0
521,1.132711698,-0.931559147,0.913449576,-0.80435176,-1.066477887,0.577368965,-1.153211246,0.300888001,-0.793747379,0.637745257,1.969449334,0.656655768,0.999462168,-0.341088471,0.839802451,1.054626414,0.324138305,-1.350830385,-0.235573887,0.207244054,0.533603053,1.436067297,-0.114942763,-0.206096118,0.255424969,-0.016737161,0.061154341,0.020806686,69.99,0
522,-0.608941396,0.961271047,0.978329579,-0.375419712,0.955269567,-0.111386331,1.145462274,-0.070022903,-0.523789728,-0.775378534,-1.907529602,-0.605586853,0.06594749,0.167036522,0.321341488,0.665199045,-1.222324026,0.403861746,-0.503846096,-0.045864514,0.034309208,-0.010382701,-0.425614739,-1.022447628,0.613097884,-0.401181102,0.051355933,0.083632493,39.05,0
523,1.119588866,1.131586073,-1.533010678,1.545223403,0.929387735,-1.1583496,0.589693926,-0.093411763,-0.660778193,-1.419811568,2.85051333,0.132304786,-0.705828908,-3.052521751,0.656470678,0.902177741,2.834194831,1.368745647,-0.985134758,-0.062494978,-0.114062903,-0.283534484,-0.173512936,-0.111815909,0.707683834,-0.294680861,0.047405608,0.086988776,15.19,0
523,-0.421664541,0.348353106,1.750222901,0.546511902,0.461304498,1.439792772,0.452613433,0.319215713,-0.046137333,-0.376572861,0.486982937,0.161995081,-0.794322269,-0.037659123,1.264895566,-2.176004447,1.664388019,-2.423962532,-0.298391124,0.038117433,-0.015405696,0.3783052,0.138206347,-0.598533574,-0.776517367,0.526561881,0.007711491,-0.094512787,42.64,0
524,-0.795322273,0.081237625,2.210568147,0.268145341,-0.506874513,-0.303839691,-0.180828982,0.085539728,0.248345985,-0.470247986,0.016653512,0.540836448,0.373179221,-0.446604527,0.692985075,-0.97132038,0.801677485,-0.714838585,0.799956227,0.054227461,0.210198413,0.869921677,-0.118655867,0.744593667,-0.504293887,1.259840933,0.014692182,0.128346047,37.89,0
524,-0.292211392,0.83860468,1.360846901,-0.001345832,0.350835554,-0.894645099,1.382872021,-0.431655425,-0.40071863,-0.478108306,-0.455724229,0.167056029,0.459970254,-0.105811669,0.130068335,0.191250331,-0.89704428,-0.175738776,-1.133706644,-0.00032476,0.095844319,0.368186157,-0.150624074,0.391048376,0.186411167,-0.571951915,-0.13575482,-0.17619992,52.05,0
525,1.089846258,-0.602779584,0.924389347,-0.0770385,-1.275907271,-0.420567142,-0.634844057,0.118674459,0.838481454,-0.230708526,1.120999843,0.824766092,-0.703517201,-0.039087335,-0.446295786,0.174678978,-0.118278753,0.121266968,0.495021596,0.012891371,0.112487796,0.364386099,-0.087886252,0.644572121,0.192433295,1.421351596,-0.084481019,0.003383413,59.9,0
525,-0.755011344,-0.517761009,1.760091301,-0.65420591,-0.039142998,-0.492846593,-0.047344674,0.118935991,0.734444258,-1.053517176,-1.229568532,0.736010638,0.860724522,-0.879886872,-1.067432119,0.141057448,-0.332026321,-0.509743395,-0.067227131,0.239908157,-0.04960775,-0.20090406,0.268931258,0.108086908,-0.468659525,0.729549275,-0.017461817,0.077163317,79.54,0
528,1.358535449,-0.443056972,0.700476395,-0.734665606,-1.138175564,-0.830189244,-0.637161664,-0.074408255,-1.078980639,0.768789212,1.74007042,0.374510377,0.342880142,-0.013338045,0.035602402,1.346001758,0.035717732,-1.194070977,0.829605254,0.0795933,-0.031771161,-0.219788539,0.147940648,0.517099383,0.186109968,-0.510075455,0.009996539,0.014217695,3.71,0
528,-0.378416765,0.7515151,1.772256448,0.311020274,-0.329129979,-0.746205974,0.719033994,-0.081804856,-0.152417334,-0.66117674,-0.543594594,0.225280037,-0.227830181,-0.139890812,-0.442547868,-0.477507946,0.173167425,-0.632877743,0.255509464,-0.034612255,-0.120891498,-0.240393524,-0.057802858,0.733812447,-0.049448193,0.207356835,0.023386412,0.057469371,25.41,0
529,-2.000567426,-2.495484241,2.467148881,1.140053216,2.462010105,0.594262064,-2.110182528,0.788346962,0.958809396,-0.32863097,-0.056994454,0.905932213,0.307605733,-0.845538686,0.690323418,-1.991027171,1.502897751,-1.914465692,-0.62429935,0.620898591,0.422452034,1.195393798,0.297836465,-0.857104696,-0.219321926,0.861018814,-0.12462201,-0.17106019,1.5,1
530,1.255931495,0.317615094,0.293256411,0.697224133,-0.413810489,-1.081985686,0.053118707,-0.17525237,0.108261669,-0.268121739,-0.155847861,-0.031702099,-0.271230586,-0.18865066,1.149016342,0.503482633,0.021250823,-0.23628863,-0.193085692,-0.112101991,-0.293567431,-0.871804345,0.134497658,0.326186065,0.199886363,0.096395433,-0.026372899,0.029732476,1.98,0
530,-0.690417296,1.322680709,0.910911327,0.112848556,-0.356280602,-1.044901799,0.330443673,0.387623396,-0.471598548,-0.721575336,-0.46403109,-0.2485442,-0.437749228,0.010259607,0.922864852,0.534371509,0.212070548,-0.022622585,-0.093322999,-0.0221509,-0.224965163,-0.751207404,0.06196227,0.315721203,-0.15494422,0.076185287,0.114244873,0.034450833,9.72,0
530,1.217261105,-0.080646333,-0.059293199,-0.868862331,-0.236627993,-0.700158534,0.143747178,-0.111374358,0.790808661,-0.895455671,1.837533752,1.977772847,0.455351228,0.400479,0.13555692,-1.313351342,0.207926999,-0.409951002,0.676098078,-0.12624286,0.081581788,0.534693286,-0.159644364,0.296811562,0.855792891,-0.553063184,0.054273983,0.001410492,1.0,0
530,1.445728887,-0.992652913,0.702959271,-1.311315388,-1.613625346,-0.726591021,-1.045431131,-0.07922389,-1.812437622,1.381392542,0.057466097,-0.790523465,0.120874466,-0.202414647,0.920806193,-0.643295278,0.887211039,-0.758273687,-0.633455105,-0.392319792,-0.409740163,-0.819421972,0.287769846,0.322667998,-0.007634935,-0.469268585,0.050762554,0.027197663,12.0,0
532,-0.681072116,0.926830782,1.871161421,0.923396724,-0.438214643,0.110162582,0.918258554,-0.222899403,-0.040360102,0.239503151,1.039842233,0.386524122,-0.983549025,-0.061619869,-0.602061727,-0.580104457,-0.077507839,0.190753126,1.10921626,-0.087599047,-0.119717943,-0.13106501,-0.112667362,0.518058971,-0.330416688,-0.581855285,-0.36370708,-0.111442271,75.17,0
532,-2.081263855,1.682558329,0.6512638,-0.533548658,0.440529215,-0.11373236,0.875113877,-0.149852238,1.077603074,2.230301222,1.7244687,0.311639406,-0.252562578,-1.101902552,0.706008442,0.121038721,-0.356188625,-0.125557801,-0.203581005,0.937684099,-0.598398393,-0.625481591,0.100454588,-0.389908592,0.133481255,0.090584715,0.6572357,0.231941417,17.99,0
533,-1.233534503,0.145320255,-0.0672273,-1.750577238,-0.801068748,-0.381652222,1.561095202,0.320172435,0.231378946,-1.751103813,1.386493232,1.813678651,0.410059645,0.59293554,-0.659026858,-0.968179075,0.037303887,-0.163562329,-0.075087302,0.460897165,0.395250314,0.868590414,0.554971899,0.243594286,-0.034702366,-0.829909171,0.234284579,0.190521392,291.36,0
534,-1.393265185,-1.095569333,2.607794517,-2.529060489,-0.135265292,-0.373238564,0.221445716,-0.962847269,-1.304498303,2.139301136,0.038334193,-1.156315976,1.018668346,-1.796962442,0.67378743,-0.65484397,-0.074847475,-0.288132098,-1.233370066,-0.229819995,-0.281365328,0.563218498,-0.129765151,0.089264426,0.31755105,-0.288551447,-0.863521425,-0.519167901,25.0,0
535,-0.866655167,1.029620577,-0.410809874,0.15994608,2.372235649,3.801112948,-0.088800586,1.103078666,-0.293703189,0.217734377,-0.663311004,-0.050513936,-0.176346212,0.172332102,0.17087433,-0.581112389,-0.095795706,0.212158247,1.464526908,0.199626128,-0.098254648,-0.140316051,-0.181175869,1.014273412,0.119951993,-0.288596594,-0.144101989,-0.07716363,8.5,0
535,1.089912952,-0.221547384,0.99424031,0.956010638,-0.812287225,-0.038784517,-0.373130003,0.075189271,0.853073567,-0.396362014,-0.352215456,1.146214927,0.477023664,-0.563335105,-0.736392447,-0.897693377,0.618807655,-1.271440718,-0.132508317,-0.07744991,-0.074097089,0.135950482,-0.021582836,0.48991902,0.409944396,0.532836934,0.011961442,0.018594255,30.41,0
536,-0.736061881,0.104863639,2.356355044,-1.796915784,-0.727808949,-0.17756103,-0.264345921,0.179151819,-0.672160027,-0.096591623,-1.19004828,-0.887365917,0.263957872,-0.914016413,-0.196125709,1.49288257,-0.096400495,-0.937396457,0.219976772,0.271757424,0.13268334,0.432163431,-0.347869502,-0.126574456,0.487953165,-0.235765257,0.304175768,0.126340498,15.0,0
536,-0.696401907,1.186597316,0.761499236,0.783975084,0.825519374,1.125638412,0.422931348,0.336891907,-0.142015412,0.50203108,-0.175564415,0.198320971,-0.390952409,0.100615573,-0.319214766,-0.64369275,-0.108278419,0.279169551,1.505738272,0.246713504,-0.098476429,0.084490607,-0.302055812,-1.344990967,0.091047106,-0.161472049,0.400489357,0.230986131,0.89,0
536,1.114270088,-1.084925813,0.873098705,-0.716837344,-1.405362354,0.085765418,-1.12573989,0.231227283,-0.58421971,0.708034235,1.501595006,-0.165154352,-0.352209772,-0.088660243,0.740809342,1.422634034,0.118340913,-0.71718102,0.130222151,0.216548459,0.508500266,1.188514823,-0.157749356,0.06263579,0.272105401,-0.044968209,0.029386428,0.026768964,102.0,0
537,-1.097277982,1.094348077,2.074334491,-0.085776053,-0.200635483,-0.424142015,0.575308278,0.10694539,-0.278104503,-0.188979871,0.14223542,0.179205211,0.200475057,-0.032477632,1.240978405,-0.149016427,-0.029613661,-0.688782364,-0.537782748,0.253305717,-0.080692239,-0.055630024,-0.132470995,0.410347988,0.18119809,0.295575571,0.395453509,0.197641504,27.34,0
538,-0.63601076,-0.303837535,1.215342656,0.308924178,0.561376575,0.296560091,0.862485175,-0.406400994,-0.084262962,0.318734286,1.322713142,0.886438625,0.555259223,-0.32463769,0.160904167,-0.723296137,-0.109603459,-0.36290983,1.37860535,0.11295077,-0.155456098,0.143291539,-0.013618544,-0.214472873,-1.093307243,0.396990557,-0.109661802,-0.345634287,158.0,0
539,-1.054584351,0.671513198,2.10671828,-0.59170062,0.228368409,-0.053747659,0.941606072,-0.191062246,0.267565409,-0.71242291,-0.693434271,0.113143219,-0.30690601,-0.611337361,-0.819922897,-0.490442692,-0.054992577,-1.017800991,-0.888781279,-0.175150733,-0.049688301,0.137517972,-0.420258772,0.130487916,0.482469027,0.39414256,-0.409756222,-0.179563892,35.64,0
539,-0.420049803,1.034648069,1.565849791,-0.029643469,-0.054335827,-0.907982629,0.688436382,-0.063127682,-0.389635388,-0.308594404,-0.407501439,-0.062628078,0.007594931,0.147237048,0.851449747,0.200169026,-0.392963059,-0.348189332,0.016145591,0.095868957,-0.228281824,-0.598231412,-0.023080756,0.360198738,-0.194315816,0.071639981,0.265159253,0.121071416,1.29,0
539,-1.738582309,0.052739517,1.187056991,-0.656652482,0.920623229,-0.291788033,0.269083076,0.14063145,0.023463959,-0.066407321,1.061539347,1.112409002,0.43115247,-0.164533388,-0.677748783,-0.064626327,-0.466099342,-0.53737844,-0.140597965,0.002974475,-0.179545429,-0.192035836,-0.261879413,-0.237476585,-0.335040252,0.24032254,-0.345129311,-0.383563251,1.0,1
541,-0.623524828,0.176954715,2.565715189,1.544279971,0.109686401,0.055218068,0.259801476,-0.192565686,-0.320105677,0.869785809,1.17067219,0.490575235,0.427361172,-0.660373551,-0.377799104,1.405789618,-1.667260357,0.887031804,-1.786331609,-0.074806833,0.387799736,1.408297054,0.019451325,0.54555051,-1.357580195,-0.332163773,-0.138539866,-0.2001514,67.1,0
543,-0.403086552,1.078431653,1.165327886,-0.187949505,0.499558708,0.016322819,0.573979654,0.19140172,-0.748148125,-0.407914317,1.541271333,0.98052939,0.811858512,-0.37157449,0.387964651,0.34736769,-0.125555559,-0.07616621,-0.041176598,0.150635329,-0.197658679,-0.462064711,-0.047855532,-0.339166392,-0.194769344,0.102003098,0.262818121,0.082944162,2.98,0
544,1.183728293,0.143446768,0.238718057,1.316873118,-0.030196067,0.012157434,0.022382293,0.04243861,0.409277431,-0.107348661,-0.9641575,0.080510092,-0.689018584,0.168557607,0.000918592,-0.588668872,0.168420017,-0.783958971,-0.228904367,-0.212156163,-0.130754638,-0.175157526,-0.101669531,-0.282290813,0.689078774,-0.288745648,0.034764049,0.011592166,11.46,0
545,-1.030746504,0.894746951,2.375619842,0.218371812,-0.86212636,-0.180483155,-0.26029937,0.592380546,-0.017765041,-1.034505383,-1.001593867,0.296203311,0.147483713,-0.212702732,0.00186383,0.141085155,0.052774866,-0.029849894,0.207954929,-0.097824815,0.006202865,0.020326243,-0.216072482,0.435669714,0.19286444,0.351030424,-0.066266128,0.005582599,3.98,0
547,1.192703611,0.412559039,0.74632827,1.293552563,-0.513108357,-1.024284222,0.146295719,-0.19979394,-0.09899583,0.010692081,0.047170099,0.596836889,0.390578617,0.272596763,0.929280078,0.184700512,-0.400393074,-0.586813383,-0.422458287,-0.119803844,-0.294073762,-0.865145786,0.200925257,0.667838302,0.242188414,-0.734883537,0.02686507,0.0369286,6.85,0
547,1.066851412,-0.464679211,1.984352689,1.521834264,-1.287325364,1.113013931,-1.314875812,0.528953409,0.249077729,0.530933849,0.938657016,1.395073316,0.591384428,-1.119702499,-2.248288824,0.515630476,0.28509622,-1.115815903,-0.269576999,-0.029287186,-0.080174015,0.115723692,0.149054599,0.419153116,-0.364680331,3.087444274,-0.13798734,-0.016173991,1.48,0
548,-1.233426042,-0.212440503,1.839631559,-1.802985667,-0.493195104,0.350423887,-0.905316429,0.844863073,-1.52351683,-0.270389879,1.560641788,0.510741914,0.891203952,-0.144349281,0.170163448,1.327734447,0.253640453,-1.205467172,-0.765260691,0.108814667,0.668410378,1.574749988,-0.1764822,-0.221560659,-0.058504336,-0.163971117,0.01467027,-0.03320962,24.99,0
548,-2.565417473,1.285935597,1.446036468,0.685430493,0.49679696,0.970669195,-1.994767269,-5.916807634,0.893286676,0.911375184,-1.061297979,0.245055522,0.734203808,-0.549400245,1.54732152,0.401650146,-0.563612056,0.738738841,0.475193228,-1.662162912,5.200061829,-1.191485223,-0.057647726,-0.457314002,-0.492138361,-0.330366176,0.40464007,-0.378188122,41.96,0
549,1.422461023,-0.547421898,-0.147437554,-0.615979102,-0.677018284,-0.825597404,-0.295487346,-0.237954141,-0.639154188,0.590816282,-1.034475933,-0.957039625,-0.476744725,-0.111483291,-0.131444285,0.698355602,0.474285433,-1.427977927,0.99971622,0.064030586,0.122827206,0.34216069,-0.236404067,-0.07752817,0.828617608,-0.034126116,-0.017270501,0.000945628,30.0,0
549,0.033854225,-1.818312576,1.077334392,3.350537205,-1.292194792,1.546079873,-0.282520328,0.402054975,0.928263324,-0.011706167,-1.801164398,0.092264738,-0.871234304,-0.757440246,-1.72000126,-0.204209739,0.428463579,-0.689307478,-0.677380464,0.809244652,0.108767896,-0.451007512,-0.475113296,-0.261082091,0.181752576,0.025918539,-0.019035002,0.117563605,530.85,0
550,1.10184434,-0.174472899,0.446908391,0.899498558,-0.666439738,-0.697083996,0.030418204,-0.121759541,0.539945357,-0.20876917,-0.760369818,0.182288668,-0.575758309,0.055251681,-0.141388856,-0.246409638,0.063733092,-0.630633422,0.202623888,-0.01777779,-0.197924946,-0.567183454,-0.040194408,0.41294409,0.411435308,0.263744302,-0.038703453,0.023468544,74.22,0
550,-1.274192759,1.722263452,0.42933738,0.105931559,-0.732006019,-1.107860887,-0.021278582,0.818795925,-0.447668788,-0.638641619,-0.587034043,-0.078227844,-0.37287137,0.255231746,0.902354221,0.640600177,0.370465637,-0.002596254,-0.127632129,-0.019674911,-0.21874913,-0.786584416,0.106722098,0.313636661,-0.083626003,0.083494242,0.109636679,0.018247212,16.83,0
550,-0.371258066,2.148826004,-2.564546004,1.807136208,0.475459861,-1.521837735,-0.661010768,-2.438626679,-0.551395026,-1.75293057,0.350951089,-0.694365694,-1.186788115,-2.681584424,1.082270928,1.16922001,3.164464457,1.693933373,-0.546015418,0.452169228,-1.388884608,0.180088551,0.571905545,-0.007535463,-0.493312281,-0.413731619,0.011435518,-0.052106854,2.99,0
550,-1.203351213,1.774640969,0.29929991,-0.418264754,0.484617042,0.071522618,0.046899207,-1.492543022,0.308864547,0.271294633,-1.53280794,-0.702163218,-0.258115985,-0.485219687,1.057280191,0.787659983,-0.357700747,0.382133004,0.350549744,0.035567678,1.100058727,-1.561117852,0.054078324,-1.119102875,0.145057009,0.182842662,0.528715801,0.218047947,2.67,0
550,0.601635839,-1.634334942,1.042737854,1.063767824,-1.872932781,0.247780877,-0.69990889,0.211613085,-0.24883269,0.658580129,0.510156357,0.445604237,-0.968040602,-0.118080406,-1.163945834,-1.435769284,0.109774018,1.655797152,-0.670856257,0.003128457,-0.302662243,-0.926638891,-0.144533819,0.484126562,0.113314801,-0.498559988,0.028261474,0.084219544,317.25,0
551,-0.474660996,0.3160965,2.446239577,0.961006559,0.311651837,1.857653939,-0.067269263,0.48240701,0.274670259,-0.430779454,0.511684608,0.87015192,0.487530082,-0.582748933,1.298821274,-1.767894217,1.172930508,-1.940991911,-1.088592354,0.013651394,0.181599728,1.047608974,0.118818206,-0.607101533,-0.918465135,-0.344380502,0.141437889,-0.044958224,23.97,0
551,-0.444316306,0.874648031,2.397414431,0.834891986,0.396998045,-0.023138184,1.196550524,-0.672690234,-0.133217376,0.525903475,1.465707116,0.99197755,0.429620087,-0.69747766,-0.74076033,-0.9154571,-0.302646437,-0.033941861,1.133091412,0.229731865,-0.168400215,0.127108159,-0.339153526,0.567472461,0.000613959,-0.521282592,-0.626835538,-0.563630606,8.84,0
552,1.238532828,-0.011075045,0.332072693,0.086029128,-0.449032311,-0.6539827,-0.114229786,-0.056522187,0.304678671,-0.187623667,-0.122767566,-0.018008136,-0.520844093,0.398580131,1.434727396,-0.021798518,-0.019764397,-0.818619112,-0.35758684,-0.1442887,-0.078096766,-0.206753924,0.069282463,0.11777242,0.196515243,0.760194618,-0.054257883,0.003193979,5.95,0
553,-2.618386141,-2.302448927,-0.386399715,0.854628489,-0.861209325,2.036706843,3.88551142,-0.016542145,-1.569958903,-0.966024954,-0.30321588,-0.223414556,-0.03848278,0.274760866,-1.441054338,0.93752967,-1.030241143,0.190084752,-1.023405833,2.135168973,0.615238685,-0.145438161,2.0025512,-1.419614846,0.626972563,0.87821729,-0.377408877,0.143627542,986.31,0
553,1.189482407,0.237247162,0.244980428,1.081823513,-0.165736186,-0.515928741,0.090389241,-0.047796628,0.10728846,-0.00673622,-0.316970891,-0.179416098,-0.873854482,0.588504893,1.265731843,-0.203006578,-0.098605426,-0.495148485,-0.725331635,-0.218716337,0.048803133,0.168334818,-0.064207814,0.063460077,0.583806412,-0.296477256,0.023571609,0.016121065,10.08,0
554,0.270554106,0.521380385,0.572349435,1.19170405,0.448293353,1.226614504,-0.158828984,-0.555250576,-0.260997249,0.03871233,0.111648971,0.600396735,-0.246067447,0.378191107,-0.245332499,-0.535907685,-0.003625426,0.083869191,1.22236,-0.086865385,0.664678218,-0.406255524,-0.354155747,-1.12643172,1.005675209,-0.069796559,0.20092506,0.200621687,35.95,0
555,-0.953029555,1.274549263,1.835506055,0.833733713,0.019393028,-0.103386967,0.833451369,-0.242794658,-0.075904725,0.636212189,1.329682128,1.17437929,0.497125517,-0.448920013,-0.78920485,-0.81098502,-0.155753766,-0.011146965,1.080576799,0.237896924,-0.143524777,0.138945079,-0.237128922,0.562703047,-0.068518997,-0.540692757,-0.627312162,-0.550222645,11.22,0
